Recency,Frequency,Monetary,Member_number,Category,Cluster,Customer_Segment,cluster
3656,9,121.6,1796,Dairy,4,Occasional Dairy Buyers,0
3483,29,277.4,1797,Fresh Food,2,Lost Fresh Food Customers,0
3583,2,19.5,1798,Fresh Food,3,New Fresh Food Customers,0
3786,5,26.9,1799,Fresh Food,0,Loyal Fresh Food Buyers,0
3703,11,144.02,1800,Dairy,4,Occasional Dairy Buyers,0
3430,23,215.0,1801,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3634,15,177.8,1803,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3871,3,36.8,1804,Dairy,0,Loyal Dairy Buyers,0
3700,4,46.9,1805,Fresh Food,0,Loyal Fresh Food Buyers,0
3388,14,127.48,1806,Dairy,1,Regular Dairy Customers,0
3406,12,70.55,1807,Fresh Food,1,Regular Fresh Food Customers,0
3522,6,28.98,1808,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3919,7,113.0,1809,Dairy,0,Loyal Dairy Buyers,0
3527,10,76.04,1810,Fresh Food,1,Regular Fresh Food Customers,0
3434,8,86.8,1811,Beverages,1,Regular Beverages Customers,0
4001,2,25.0,1812,Dairy,0,Loyal Dairy Buyers,0
3385,15,98.22,1813,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3404,21,163.9,1814,Fresh Food,2,Lost Fresh Food Customers,0
3398,14,117.1,1815,Fresh Food,1,Regular Fresh Food Customers,0
3444,13,228.6,1816,Beverages,2,Lost Beverages Customers,0
3388,8,77.25,1817,Dairy,1,Regular Dairy Customers,0
3480,8,82.69,1818,Beverages,1,Regular Beverages Customers,0
3496,16,105.0,1819,Fresh Food,1,Regular Fresh Food Customers,0
3490,16,88.1,1820,Fresh Food,1,Regular Fresh Food Customers,0
3437,7,57.4,1821,Fresh Food,3,New Fresh Food Customers,0
3439,12,77.32,1822,Fresh Food,1,Regular Fresh Food Customers,0
3642,6,75.5,1823,Dairy,0,Loyal Dairy Buyers,0
3799,4,11.5,1824,Beverages,0,Loyal Beverages Buyers,0
3380,13,100.7,1825,Fresh Food,1,Regular Fresh Food Customers,0
3435,8,66.5,1826,Fresh Food,1,Regular Fresh Food Customers,0
3955,4,28.65,1827,Dairy,0,Loyal Dairy Buyers,0
3566,11,69.75,1828,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3457,10,85.7,1829,Fresh Food,1,Regular Fresh Food Customers,0
3380,8,84.45,1830,Fresh Food,1,Regular Fresh Food Customers,0
3419,14,116.0,1831,Dairy,1,Regular Dairy Customers,0
3761,4,41.4,1832,Fresh Food,0,Loyal Fresh Food Buyers,0
3725,4,31.1,1833,Dairy,0,Loyal Dairy Buyers,0
3388,9,35.9,1834,Fresh Food,3,New Fresh Food Customers,0
3722,2,11.1,1835,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3626,6,51.86,1836,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3559,5,54.15,1837,Fresh Food,3,New Fresh Food Customers,0
3783,5,38.0,1838,Fresh Food,0,Loyal Fresh Food Buyers,0
3396,11,101.1,1839,Fresh Food,1,Regular Fresh Food Customers,0
3669,2,16.0,1840,Fresh Food,0,Loyal Fresh Food Buyers,0
3516,3,36.3,1841,Fresh Food,3,New Fresh Food Customers,0
3715,6,96.6,1842,Dairy,0,Loyal Dairy Buyers,0
3903,7,19.7,1843,Fresh Food,0,Loyal Fresh Food Buyers,0
3414,11,59.6,1844,Fresh Food,1,Regular Fresh Food Customers,0
3641,12,72.72,1845,Fresh Food,4,Occasional Fresh Food Buyers,0
3886,8,96.15,1846,Fresh Food,0,Loyal Fresh Food Buyers,0
3514,7,76.7,1847,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3522,12,54.4,1848,Dairy,1,Regular Dairy Customers,0
3482,9,60.3,1849,Dairy,3,New Dairy Customers,0
3447,6,85.8,1850,Fresh Food,3,New Fresh Food Customers,0
3553,11,94.35,1851,Fresh Food,1,Regular Fresh Food Customers,0
3754,17,124.05,1852,Beverages,4,Occasional Beverages Buyers,0
3668,8,53.2,1853,Fresh Food,0,Loyal Fresh Food Buyers,0
3614,11,105.7,1854,Specialty & Seasonal,4,Occasional Specialty & Seasonal Buyers,0
3404,15,95.8,1855,Fresh Food,1,Regular Fresh Food Customers,0
3547,4,10.85,1856,Fresh Food,3,New Fresh Food Customers,0
3714,11,61.79,1857,Fresh Food,4,Occasional Fresh Food Buyers,0
3557,4,40.03,1858,Dairy,3,New Dairy Customers,0
3408,9,67.1,1859,Fresh Food,1,Regular Fresh Food Customers,0
3799,4,85.8,1860,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3578,13,90.39,1861,Fresh Food,4,Occasional Fresh Food Buyers,0
3960,6,65.7,1862,Fresh Food,0,Loyal Fresh Food Buyers,0
3397,21,252.6,1863,Dairy,2,Lost Dairy Customers,0
3561,4,32.5,1864,Dairy,3,New Dairy Customers,0
3458,11,60.3,1865,Fresh Food,1,Regular Fresh Food Customers,0
3776,9,70.4,1866,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3382,6,46.7,1867,Dairy,3,New Dairy Customers,0
3801,5,67.6,1868,Dairy,0,Loyal Dairy Buyers,0
3419,11,63.16,1869,Fresh Food,1,Regular Fresh Food Customers,0
3397,16,111.8,1870,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3430,7,34.15,1871,Fresh Food,3,New Fresh Food Customers,0
3708,10,60.36,1872,Fresh Food,4,Occasional Fresh Food Buyers,0
3477,9,164.0,1873,Fresh Food,1,Regular Fresh Food Customers,0
3812,4,68.7,1874,Fresh Food,0,Loyal Fresh Food Buyers,0
3660,14,82.5,1875,Beverages,4,Occasional Beverages Buyers,0
3921,3,27.7,1876,Fresh Food,0,Loyal Fresh Food Buyers,0
3663,17,88.5,1877,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3646,8,56.8,1878,Fresh Food,0,Loyal Fresh Food Buyers,0
3486,9,58.5,1879,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3733,10,62.7,1880,Beverages,0,Loyal Beverages Buyers,0
3583,4,55.2,1881,Beverages,3,New Beverages Customers,0
3530,17,102.16,1882,Fresh Food,1,Regular Fresh Food Customers,0
3566,7,88.8,1883,Dairy,4,Occasional Dairy Buyers,0
3527,8,55.8,1884,Fresh Food,3,New Fresh Food Customers,0
3431,11,74.2,1885,Dairy,1,Regular Dairy Customers,0
3466,12,45.3,1886,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3710,12,79.35,1887,Dairy,4,Occasional Dairy Buyers,0
3571,8,54.23,1888,Dairy,3,New Dairy Customers,0
3710,13,130.9,1889,Fresh Food,4,Occasional Fresh Food Buyers,0
3542,5,60.8,1890,Fresh Food,3,New Fresh Food Customers,0
3434,18,162.74,1891,Dairy,2,Lost Dairy Customers,0
3545,7,93.1,1892,Fresh Food,4,Occasional Fresh Food Buyers,0
3572,10,80.24,1893,Fresh Food,4,Occasional Fresh Food Buyers,0
3955,5,40.26,1894,Fresh Food,0,Loyal Fresh Food Buyers,0
3459,15,125.34,1895,Dairy,1,Regular Dairy Customers,0
3386,7,37.65,1896,Fresh Food,3,New Fresh Food Customers,0
3413,15,149.36,1897,Fresh Food,1,Regular Fresh Food Customers,0
3738,3,14.6,1898,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3586,7,29.5,1899,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3585,15,69.4,1900,Fresh Food,1,Regular Fresh Food Customers,0
3406,11,60.8,1901,Fresh Food,1,Regular Fresh Food Customers,0
3411,19,153.56,1902,Dairy,2,Lost Dairy Customers,0
3577,10,76.4,1903,Fresh Food,4,Occasional Fresh Food Buyers,0
3389,25,239.24,1904,Dairy,2,Lost Dairy Customers,0
3422,20,153.36,1905,Fresh Food,2,Lost Fresh Food Customers,0
3960,4,13.2,1907,Fresh Food,0,Loyal Fresh Food Buyers,0
3519,12,140.2,1908,Beverages,1,Regular Beverages Customers,0
3949,6,59.45,1909,Fresh Food,0,Loyal Fresh Food Buyers,0
3777,6,31.7,1910,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3705,6,38.65,1911,Fresh Food,0,Loyal Fresh Food Buyers,0
3452,2,12.64,1912,Beverages,3,New Beverages Customers,0
3400,8,73.7,1913,Dairy,1,Regular Dairy Customers,0
3378,7,33.6,1914,Fresh Food,3,New Fresh Food Customers,0
3715,7,91.62,1915,Beverages,0,Loyal Beverages Buyers,0
3601,10,87.9,1916,Dairy,4,Occasional Dairy Buyers,0
3760,12,81.6,1917,Fresh Food,4,Occasional Fresh Food Buyers,0
3382,9,77.7,1918,Fresh Food,1,Regular Fresh Food Customers,0
3445,13,89.4,1919,Beverages,1,Regular Beverages Customers,0
3589,5,28.21,1920,Dairy,3,New Dairy Customers,0
3422,12,71.5,1921,Fresh Food,1,Regular Fresh Food Customers,0
3413,19,133.3,1922,Fresh Food,2,Lost Fresh Food Customers,0
3521,10,76.85,1923,Fresh Food,1,Regular Fresh Food Customers,0
3625,7,70.96,1924,Fresh Food,0,Loyal Fresh Food Buyers,0
3405,9,43.8,1925,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3566,12,95.9,1926,Fresh Food,1,Regular Fresh Food Customers,0
3488,4,66.0,1927,Pantry Staples,3,New Pantry Staples Customers,0
3687,11,49.4,1928,Beverages,4,Occasional Beverages Buyers,0
3593,6,21.5,1929,Fresh Food,0,Loyal Fresh Food Buyers,0
3603,17,95.1,1930,Fresh Food,4,Occasional Fresh Food Buyers,0
4001,2,20.6,1931,Fresh Food,0,Loyal Fresh Food Buyers,0
3455,2,10.2,1932,Fresh Food,3,New Fresh Food Customers,0
3712,11,81.1,1933,Fresh Food,4,Occasional Fresh Food Buyers,0
3518,24,303.61,1934,Fresh Food,2,Lost Fresh Food Customers,0
3695,12,111.78,1935,Fresh Food,4,Occasional Fresh Food Buyers,0
3429,3,15.6,1936,Fresh Food,3,New Fresh Food Customers,0
3617,15,296.96,1937,Dairy,2,Lost Dairy Customers,0
3914,6,58.7,1938,Fresh Food,0,Loyal Fresh Food Buyers,0
3693,5,35.59,1939,Dairy,0,Loyal Dairy Buyers,0
3473,14,187.8,1940,Dairy,2,Lost Dairy Customers,0
3378,16,144.87,1941,Household & Hygiene,2,Lost Household & Hygiene Customers,0
3547,5,18.6,1942,Fresh Food,3,New Fresh Food Customers,0
3527,8,76.3,1943,Fresh Food,3,New Fresh Food Customers,0
3873,2,15.4,1944,Dairy,0,Loyal Dairy Buyers,0
3384,4,25.2,1945,Dairy,3,New Dairy Customers,0
3517,17,141.6,1946,Dairy,2,Lost Dairy Customers,0
3979,6,46.04,1947,Dairy,0,Loyal Dairy Buyers,0
3701,4,30.35,1948,Fresh Food,0,Loyal Fresh Food Buyers,0
3549,11,99.1,1949,Fresh Food,1,Regular Fresh Food Customers,0
3381,7,59.3,1950,Fresh Food,3,New Fresh Food Customers,0
3771,4,10.7,1951,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3917,5,27.3,1952,Fresh Food,0,Loyal Fresh Food Buyers,0
3516,14,78.1,1953,Fresh Food,1,Regular Fresh Food Customers,0
3516,11,65.44,1954,Fresh Food,1,Regular Fresh Food Customers,0
3569,11,45.7,1955,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3479,6,27.9,1956,Dairy,3,New Dairy Customers,0
3509,13,82.3,1957,Fresh Food,1,Regular Fresh Food Customers,0
3427,17,256.0,1958,Fresh Food,2,Lost Fresh Food Customers,0
3459,10,79.3,1959,Fresh Food,1,Regular Fresh Food Customers,0
3407,7,40.0,1960,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3471,6,70.8,1961,Fresh Food,3,New Fresh Food Customers,0
3564,6,28.8,1962,Fresh Food,0,Loyal Fresh Food Buyers,0
3389,5,31.4,1963,Fresh Food,3,New Fresh Food Customers,0
3503,8,61.3,1964,Fresh Food,3,New Fresh Food Customers,0
3712,10,58.3,1965,Fresh Food,4,Occasional Fresh Food Buyers,0
3423,9,96.4,1966,Dairy,1,Regular Dairy Customers,0
3533,9,68.8,1967,Fresh Food,1,Regular Fresh Food Customers,0
3750,5,54.2,1968,Dairy,0,Loyal Dairy Buyers,0
3450,11,131.0,1969,Fresh Food,1,Regular Fresh Food Customers,0
3718,14,51.25,1970,Dairy,4,Occasional Dairy Buyers,0
3484,9,74.9,1971,Beverages,1,Regular Beverages Customers,0
3582,15,178.2,1972,Beverages,4,Occasional Beverages Buyers,0
3591,6,89.36,1973,Fresh Food,0,Loyal Fresh Food Buyers,0
3759,10,101.4,1974,Fresh Food,0,Loyal Fresh Food Buyers,0
3390,15,187.8,1975,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3586,4,24.55,1976,Fresh Food,3,New Fresh Food Customers,0
3839,8,75.0,1977,Dairy,0,Loyal Dairy Buyers,0
3600,10,73.5,1978,Fresh Food,4,Occasional Fresh Food Buyers,0
3409,13,74.9,1979,Dairy,1,Regular Dairy Customers,0
3481,16,80.44,1980,Fresh Food,1,Regular Fresh Food Customers,0
3688,5,21.1,1981,Dairy,0,Loyal Dairy Buyers,0
3731,12,76.3,1982,Dairy,4,Occasional Dairy Buyers,0
3410,10,40.95,1983,Fresh Food,1,Regular Fresh Food Customers,0
3484,14,123.49,1985,Dairy,1,Regular Dairy Customers,0
3737,2,41.4,1987,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3470,19,120.62,1988,Fresh Food,2,Lost Fresh Food Customers,0
3657,11,143.15,1989,Beverages,4,Occasional Beverages Buyers,0
3420,23,163.8,1990,Fresh Food,2,Lost Fresh Food Customers,0
3492,5,28.3,1991,Fresh Food,3,New Fresh Food Customers,0
3398,19,234.0,1992,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3706,4,82.9,1993,Fresh Food,0,Loyal Fresh Food Buyers,0
3393,32,221.55,1994,Beverages,2,Lost Beverages Customers,0
3409,13,100.2,1995,Fresh Food,1,Regular Fresh Food Customers,0
3557,5,22.05,1996,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3383,9,82.2,1997,Fresh Food,1,Regular Fresh Food Customers,0
3563,18,123.6,1998,Fresh Food,2,Lost Fresh Food Customers,0
3512,5,56.2,1999,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3515,4,33.4,2000,Beverages,3,New Beverages Customers,0
3910,5,35.1,2001,Fresh Food,0,Loyal Fresh Food Buyers,0
3534,8,72.4,2002,Fresh Food,3,New Fresh Food Customers,0
3760,9,86.54,2003,Fresh Food,0,Loyal Fresh Food Buyers,0
3556,7,45.4,2004,Fresh Food,3,New Fresh Food Customers,0
3403,8,42.35,2005,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3529,11,98.82,2006,Household & Hygiene,1,Regular Household & Hygiene Customers,0
3380,10,78.2,2007,Dairy,1,Regular Dairy Customers,0
3740,4,16.4,2008,Fresh Food,0,Loyal Fresh Food Buyers,0
3745,7,46.95,2009,Fresh Food,0,Loyal Fresh Food Buyers,0
3402,12,72.0,2010,Beverages,1,Regular Beverages Customers,0
3411,10,118.08,2011,Beverages,1,Regular Beverages Customers,0
3572,7,54.1,2012,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3643,5,29.0,2013,Fresh Food,0,Loyal Fresh Food Buyers,0
3578,15,143.85,2014,Dairy,4,Occasional Dairy Buyers,0
3583,16,140.15,2015,Fresh Food,4,Occasional Fresh Food Buyers,0
3725,5,30.0,2016,Fresh Food,0,Loyal Fresh Food Buyers,0
3639,5,40.14,2017,Fresh Food,0,Loyal Fresh Food Buyers,0
3454,6,40.2,2018,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3400,4,45.7,2019,Fresh Food,3,New Fresh Food Customers,0
3499,17,148.01,2020,Fresh Food,2,Lost Fresh Food Customers,0
3498,5,27.3,2021,Dairy,3,New Dairy Customers,0
3673,8,84.3,2022,Dairy,4,Occasional Dairy Buyers,0
4061,2,7.85,2023,Fresh Food,0,Loyal Fresh Food Buyers,0
3841,15,128.03,2024,Dairy,0,Loyal Dairy Buyers,0
3474,26,156.15,2025,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3845,10,92.95,2026,Fresh Food,0,Loyal Fresh Food Buyers,0
3443,14,84.5,2027,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3550,4,36.2,2028,Beverages,3,New Beverages Customers,0
3648,12,61.74,2029,Fresh Food,4,Occasional Fresh Food Buyers,0
3746,6,18.4,2030,Beverages,0,Loyal Beverages Buyers,0
3405,8,62.8,2031,Fresh Food,1,Regular Fresh Food Customers,0
3452,11,94.5,2032,Fresh Food,1,Regular Fresh Food Customers,0
3434,22,145.22,2033,Fresh Food,2,Lost Fresh Food Customers,0
3384,6,39.0,2034,Fresh Food,3,New Fresh Food Customers,0
3670,2,7.32,2035,Fresh Food,0,Loyal Fresh Food Buyers,0
3463,17,105.45,2036,Dairy,1,Regular Dairy Customers,0
3456,16,114.0,2037,Fresh Food,1,Regular Fresh Food Customers,0
3508,7,48.3,2038,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3520,2,12.4,2039,Beverages,3,New Beverages Customers,0
3495,4,11.4,2040,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3543,12,97.6,2041,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3599,12,95.1,2042,Fresh Food,4,Occasional Fresh Food Buyers,0
3391,14,144.1,2043,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3404,7,123.86,2044,Dairy,1,Regular Dairy Customers,0
3763,4,13.8,2045,Fresh Food,0,Loyal Fresh Food Buyers,0
3587,18,92.15,2046,Beverages,4,Occasional Beverages Buyers,0
4005,2,14.2,2047,Fresh Food,0,Loyal Fresh Food Buyers,0
3976,8,75.54,2048,Fresh Food,0,Loyal Fresh Food Buyers,0
3422,14,101.7,2049,Fresh Food,1,Regular Fresh Food Customers,0
4023,4,13.85,2050,Dairy,0,Loyal Dairy Buyers,0
3562,9,92.4,2051,Fresh Food,4,Occasional Fresh Food Buyers,0
3385,16,113.7,2053,Fresh Food,1,Regular Fresh Food Customers,0
3603,8,48.2,2054,Dairy,3,New Dairy Customers,0
3573,12,114.1,2055,Fresh Food,1,Regular Fresh Food Customers,0
3805,16,185.54,2056,Dairy,4,Occasional Dairy Buyers,0
3763,14,141.4,2057,Fresh Food,4,Occasional Fresh Food Buyers,0
3469,12,95.5,2058,Fresh Food,1,Regular Fresh Food Customers,0
3379,7,41.0,2059,Fresh Food,3,New Fresh Food Customers,0
3563,17,196.8,2060,Fresh Food,2,Lost Fresh Food Customers,0
3385,24,243.5,2061,Fresh Food,2,Lost Fresh Food Customers,0
3438,24,117.42,2062,Fresh Food,2,Lost Fresh Food Customers,0
3758,9,65.1,2063,Fresh Food,0,Loyal Fresh Food Buyers,0
3643,3,5.7,2064,Dairy,0,Loyal Dairy Buyers,0
3829,4,45.8,2065,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3771,2,8.5,2066,Dairy,0,Loyal Dairy Buyers,0
3770,10,74.8,2067,Beverages,4,Occasional Beverages Buyers,0
3500,17,129.8,2068,Dairy,2,Lost Dairy Customers,0
3900,6,69.65,2069,Fresh Food,0,Loyal Fresh Food Buyers,0
3620,6,17.5,2070,Fresh Food,0,Loyal Fresh Food Buyers,0
3770,4,33.2,2071,Dairy,0,Loyal Dairy Buyers,0
3501,10,75.4,2072,Fresh Food,1,Regular Fresh Food Customers,0
3383,8,107.8,2073,Fresh Food,1,Regular Fresh Food Customers,0
3584,2,9.4,2074,Fresh Food,3,New Fresh Food Customers,0
3535,6,34.22,2075,Fresh Food,3,New Fresh Food Customers,0
3989,2,7.9,2076,Household & Hygiene,0,Loyal Household & Hygiene Buyers,0
3506,18,103.7,2077,Dairy,1,Regular Dairy Customers,0
3633,13,89.9,2078,Fresh Food,4,Occasional Fresh Food Buyers,0
3631,16,113.66,2079,Fresh Food,4,Occasional Fresh Food Buyers,0
3503,12,100.13,2080,Fresh Food,1,Regular Fresh Food Customers,0
3422,17,117.4,2081,Fresh Food,1,Regular Fresh Food Customers,0
3863,11,42.8,2082,Fresh Food,0,Loyal Fresh Food Buyers,0
3598,6,37.9,2083,Fresh Food,0,Loyal Fresh Food Buyers,0
3514,13,132.52,2084,Fresh Food,1,Regular Fresh Food Customers,0
3422,8,61.4,2085,Fresh Food,1,Regular Fresh Food Customers,0
3929,4,21.8,2086,Fresh Food,0,Loyal Fresh Food Buyers,0
3384,5,30.75,2087,Fresh Food,3,New Fresh Food Customers,0
3655,11,153.16,2088,Specialty & Seasonal,4,Occasional Specialty & Seasonal Buyers,0
4082,3,79.5,2089,Dairy,0,Loyal Dairy Buyers,0
3474,6,45.45,2091,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3414,4,31.5,2092,Fresh Food,3,New Fresh Food Customers,0
3461,16,96.2,2093,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3569,11,84.12,2094,Dairy,1,Regular Dairy Customers,0
3842,2,20.0,2095,Fresh Food,0,Loyal Fresh Food Buyers,0
3528,6,51.0,2096,Fresh Food,3,New Fresh Food Customers,0
3826,7,59.52,2097,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3830,9,80.4,2098,Beverages,0,Loyal Beverages Buyers,0
3616,10,118.26,2100,Fresh Food,4,Occasional Fresh Food Buyers,0
3430,9,83.7,2101,Fresh Food,1,Regular Fresh Food Customers,0
3585,2,2.6,2102,Fresh Food,3,New Fresh Food Customers,0
3744,4,12.1,2103,Frozen & Processed Food,0,Loyal Frozen & Processed Food Buyers,0
3469,21,203.76,2104,Dairy,2,Lost Dairy Customers,0
3411,18,177.1,2105,Fresh Food,2,Lost Fresh Food Customers,0
3624,14,131.8,2106,Dairy,4,Occasional Dairy Buyers,0
3434,7,85.7,2107,Beverages,1,Regular Beverages Customers,0
3392,12,67.0,2108,Fresh Food,1,Regular Fresh Food Customers,0
3559,6,43.2,2109,Fresh Food,3,New Fresh Food Customers,0
3405,12,137.4,2110,Fresh Food,1,Regular Fresh Food Customers,0
3817,3,81.8,2111,Fresh Food,0,Loyal Fresh Food Buyers,0
3682,7,31.0,2112,Dairy,0,Loyal Dairy Buyers,0
3536,2,14.6,2113,Dairy,3,New Dairy Customers,0
3702,4,11.8,2114,Dairy,0,Loyal Dairy Buyers,0
3415,14,146.2,2115,Fresh Food,1,Regular Fresh Food Customers,0
3529,13,100.1,2116,Beverages,1,Regular Beverages Customers,0
3816,4,28.6,2117,Fresh Food,0,Loyal Fresh Food Buyers,0
3400,12,47.1,2118,Household & Hygiene,1,Regular Household & Hygiene Customers,0
3662,2,10.5,2119,Fresh Food,0,Loyal Fresh Food Buyers,0
3450,36,251.45,2120,Dairy,2,Lost Dairy Customers,0
3395,14,131.7,2121,Beverages,1,Regular Beverages Customers,0
3454,14,162.9,2122,Fresh Food,1,Regular Fresh Food Customers,0
3523,7,66.1,2123,Bakery & Sweets,3,New Bakery & Sweets Customers,0
3681,11,89.9,2125,Dairy,4,Occasional Dairy Buyers,0
3413,10,132.8,2126,Fresh Food,1,Regular Fresh Food Customers,0
3402,6,30.59,2127,Fresh Food,3,New Fresh Food Customers,0
3415,17,117.04,2128,Fresh Food,1,Regular Fresh Food Customers,0
3417,12,107.46,2129,Fresh Food,1,Regular Fresh Food Customers,0
3711,13,90.6,2131,Fresh Food,4,Occasional Fresh Food Buyers,0
3619,14,145.8,2132,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3553,6,46.7,2133,Fresh Food,3,New Fresh Food Customers,0
3434,5,30.44,2134,Beverages,3,New Beverages Customers,0
4047,3,19.8,2135,Dairy,0,Loyal Dairy Buyers,0
3568,5,51.0,2136,Dairy,3,New Dairy Customers,0
3384,2,33.9,2137,Dairy,3,New Dairy Customers,0
3651,8,116.9,2138,Bakery & Sweets,4,Occasional Bakery & Sweets Buyers,0
3411,17,212.4,2139,Fresh Food,2,Lost Fresh Food Customers,0
3424,7,56.4,2140,Fresh Food,3,New Fresh Food Customers,0
3523,12,111.2,2141,Dairy,1,Regular Dairy Customers,0
3614,11,113.62,2142,Fresh Food,4,Occasional Fresh Food Buyers,0
3397,13,92.6,2143,Fresh Food,1,Regular Fresh Food Customers,0
3456,12,115.91,2144,Fresh Food,1,Regular Fresh Food Customers,0
3412,15,147.2,2145,Beverages,1,Regular Beverages Customers,0
3418,12,69.4,2146,Fresh Food,1,Regular Fresh Food Customers,0
3380,11,49.4,2147,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3385,8,75.9,2148,Fresh Food,1,Regular Fresh Food Customers,0
3469,4,33.0,2149,Dairy,3,New Dairy Customers,0
3754,7,70.79,2151,Fresh Food,0,Loyal Fresh Food Buyers,0
3386,15,104.8,2152,Beverages,1,Regular Beverages Customers,0
3540,10,96.64,2153,Beverages,1,Regular Beverages Customers,0
3699,4,12.0,2154,Dairy,0,Loyal Dairy Buyers,0
3663,6,43.6,2155,Dairy,0,Loyal Dairy Buyers,0
3945,5,36.1,2156,Fresh Food,0,Loyal Fresh Food Buyers,0
3526,7,60.54,2157,Fresh Food,3,New Fresh Food Customers,0
3431,12,60.7,2158,Dairy,1,Regular Dairy Customers,0
3562,22,220.9,2159,Bakery & Sweets,2,Lost Bakery & Sweets Customers,0
3525,10,68.22,2160,Dairy,1,Regular Dairy Customers,0
3889,3,75.6,2161,Fresh Food,0,Loyal Fresh Food Buyers,0
3669,10,112.76,2162,Dairy,4,Occasional Dairy Buyers,0
3809,8,104.2,2164,Dairy,0,Loyal Dairy Buyers,0
3408,15,78.66,2165,Beverages,1,Regular Beverages Customers,0
3716,8,97.8,2166,Fresh Food,0,Loyal Fresh Food Buyers,0
3523,12,100.8,2167,Fresh Food,1,Regular Fresh Food Customers,0
3728,2,19.6,2168,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3652,5,26.0,2169,Fresh Food,0,Loyal Fresh Food Buyers,0
3390,16,128.45,2170,Fresh Food,1,Regular Fresh Food Customers,0
3808,2,39.5,2171,Fresh Food,0,Loyal Fresh Food Buyers,0
3514,2,17.1,2172,Fresh Food,3,New Fresh Food Customers,0
3380,7,50.6,2173,Fresh Food,3,New Fresh Food Customers,0
3557,10,79.2,2174,Fresh Food,4,Occasional Fresh Food Buyers,0
3563,13,76.5,2175,Dairy,4,Occasional Dairy Buyers,0
3923,8,24.0,2176,Dairy,0,Loyal Dairy Buyers,0
3411,2,5.9,2177,Dairy,3,New Dairy Customers,0
3741,4,11.4,2178,Fresh Food,0,Loyal Fresh Food Buyers,0
3479,9,77.6,2179,Dairy,1,Regular Dairy Customers,0
3599,8,33.1,2180,Fresh Food,0,Loyal Fresh Food Buyers,0
4105,2,8.9,2181,Beverages,0,Loyal Beverages Buyers,0
3400,18,271.8,2183,Fresh Food,2,Lost Fresh Food Customers,0
3503,22,221.4,2184,Fresh Food,2,Lost Fresh Food Customers,0
3437,24,165.9,2185,Fresh Food,2,Lost Fresh Food Customers,0
3572,21,205.44,2186,Fresh Food,2,Lost Fresh Food Customers,0
3751,4,52.35,2187,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3640,5,42.1,2188,Bakery & Sweets,0,Loyal Bakery & Sweets Buyers,0
3508,12,60.0,2190,Fresh Food,1,Regular Fresh Food Customers,0
3571,4,51.9,2191,Dairy,3,New Dairy Customers,0
3450,10,73.92,2192,Bakery & Sweets,1,Regular Bakery & Sweets Customers,0
3433,17,71.1,2193,Fresh Food,1,Regular Fresh Food Customers,0
3531,9,65.3,2194,Beverages,1,Regular Beverages Customers,0
3698,11,57.25,2195,Fresh Food,4,Occasional Fresh Food Buyers,0
